,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AL451165.2,157.3503526,4.733751029,2.501642192,5.371116441,7.82507E-08,9.15011E-07
ATP8A2,39.79741813,-0.290127648,1.513972914,1.303143167,0.192525889,0.448622524
SLC9B1,58.40521556,0.365681599,1.489325003,-0.365511296,0.714729776,0.908551608
MAP2,181.53619,0.02407919,1.066248744,0.167857849,0.866695111,0.998558491
NEXN,160.7030484,-0.960054605,3.158923613,-0.05614088,0.955229578,1
FAM201A,18.08700126,0.352432211,1.785647337,1.639975232,0.101010317,0.295710216
CASTOR1,145.3461019,0.189207435,23.43095468,0.074697692,0.940455244,1
FGD4,1793.787634,-1.409036239,1.335158305,-3.567833414,0.000359945,0.002394753
AL136962.1,104.6464363,-1.380997841,3.207801598,-0.715344125,0.47439643,0.736539507
CHST13,31.79779281,-0.04240262,4.00052279,0.475411868,0.634493437,0.85214509
FCRLB,58.68475428,0.730871666,2.493325849,3.156067333,0.001599119,0.009355188
CYTOR,689.7920387,1.452031068,2.578791525,4.088067778,4.34981E-05,0.000345371
SELE,50.02181493,0.328064576,2.522262241,0.467747332,0.639965289,0.856156586
SPTBN4,61.31486802,-0.062860768,2.758245072,-0.219509096,0.826253495,0.978490033
PLEKHA4,93.74366485,-0.124673677,1.022604632,1.372387247,0.169942918,0.415679343
ABAT,522.4963022,-0.125115633,2.344671115,0.173862793,0.861973294,0.996698594
LONRF2,106.5638663,-1.284491599,3.628702045,-1.07780598,0.28112035,0.559801607
ZNF540,112.9945479,0.277766439,0.574034846,0.082372104,0.934350819,1
NCALD,355.2323286,-0.216247369,2.931730329,0.349255463,0.726897531,0.9157715
TCF4,849.0032241,0.140285384,2.884218709,0.288452277,0.773000556,0.945377328
IGLC3,1027.67649,5.259104554,7.655232977,1.090353769,0.275557339,0.553006375
SLC35A4,203.6861579,4.306754917,1.43078418,5.097411164,3.4433E-07,3.68265E-06
CR1L,41.15170636,0.063171885,0.951511323,2.086112596,0.036968425,0.137061643
AC138649.1,25.72926749,0.277785942,1.613972446,0.942005749,0.346189697,0.629418018
AL357153.2,79.31604847,-1.291669645,4.194390559,-2.490816493,0.012744993,0.057266393
ADAM15,168.1024681,0.101340394,44.45478053,0.074132551,0.940904914,1
Z93403.1,181.879263,-2.896228753,3.252969949,-1.822867378,0.06832348,0.221924784
PCDH9-AS2,21.47399196,-0.01283654,1.414017471,0.743394187,0.457243063,0.722289803
AC077690.1,25.59286226,0.011484275,1.590441444,0.381288063,0.70298951,0.899434987
CXCL14,5604.510857,4.924705783,4.414668723,2.556468788,0.010574056,0.048575198
AL355512.1,22.50809717,0.023972837,1.612942873,1.225786281,0.220279111,0.484835178
TLE4,619.5518127,0.518948552,2.055158167,-0.71072865,0.477252402,0.739963665
CKS2,538.4158309,6.400891077,4.264781037,6.891191744,5.53269E-12,8.86609E-11
RCSD1,251.589845,-0.1269837,0.983350943,3.937472307,8.23444E-05,0.000615796
MATK,83.63588607,0.36621305,8.66386959,0.391308033,0.695569562,0.894687942
ARHGAP42,405.8046164,-1.313826315,3.891851151,-1.826671408,0.06774919,0.220356181
NPAS1,20.97897991,0.080094091,1.388674557,1.484817559,0.137592159,0.363857335
LARGE2,110.8230067,0.549978437,1.453516299,1.470565777,0.141408585,0.37089957
SLC43A1,58.78236395,0.00426995,18.75678552,0.008682134,0.993072746,1
PLA2G7,25.53483337,0.151673003,2.277174501,2.905191541,0.003670284,0.019264
ZNF501,18.01370285,1.057802873,2.831341827,5.491522935,3.98483E-08,4.8052E-07
AC005740.5,12.93588739,0.101961556,1.777620682,0.65382915,0.513221884,0.767485896
PIK3CD,150.4972795,-0.267852267,1.465406382,0.619495555,0.535589949,0.786069716
NAV2,917.1255502,-0.156673317,2.206672875,-1.527413606,0.126658195,0.345356588
LINC01739,31.03968013,-0.176215593,4.033059131,0.936497847,0.34901692,0.632294128
EFNA5,1364.131232,-2.097570375,2.067480565,-3.544080193,0.000393985,0.00259085
NET1,286.4364104,1.262572947,4.93029669,3.114576619,0.001842091,0.010584069
MCTP2,299.8436114,-0.314603478,1.421946246,-0.098348171,0.921655828,1
PHYH,1321.689588,2.256744707,1.509601591,9.822987369,8.96468E-23,2.60489E-21
IRX3,106.6700209,4.148106913,2.31643574,2.953912763,0.003137727,0.016882126
CHDH,381.2224384,0.052271329,1.499698891,1.093138592,0.274332954,0.551581911
CTXND1,46.16405101,-0.113717272,2.194566932,0.135068392,0.892557801,1
TGFB3,33.11007999,0.305092194,1.838212877,0.288849604,0.772696471,0.94534848
SIGIRR,1048.808214,2.65223801,0.600528441,16.61684322,5.2632E-62,5.07741E-60
AC090559.1,47.41279567,0.130245853,1.397390892,2.620212722,0.008787493,0.041453764
ERVK9-11,14.62946588,0.035641148,1.801641907,1.206245777,0.227722738,0.495007043
ZSWIM4,281.9643829,-0.552093642,2.106765212,-0.463086993,0.643302013,0.858834005
THSD7A,1912.264573,0.649696222,2.20508342,-3.548579089,0.000387316,0.002552209
AL445242.1,49.45066419,-0.156014783,3.908432141,0.437973135,0.661405758,0.872498475
GMPPA,153.5712832,2.043483671,2.480092913,3.243972049,0.001178753,0.007114641
IFI27,2288.11984,6.090664141,3.037479618,7.609544559,2.75063E-14,5.1525E-13
KIAA1324,24.70034058,0.056265844,1.25028824,1.493454187,0.135318338,0.359916185
AC011246.1,250.8958052,-1.831652807,8.576735403,-1.517728135,0.129082948,0.348715543
KIAA1211,64.47062407,-0.495422195,2.453975473,0.06930197,0.944749258,1
NHS,1253.391097,-2.713093618,3.725039733,-2.181650291,0.029135352,0.11333417
IL10RB-DT,15.48627188,0.28558973,1.756552791,1.409494087,0.158689121,0.398561298
ZNF610,36.03467106,0.151895029,1.370167606,0.376115021,0.706831387,0.902554916
ST5,312.5234481,-0.80287604,1.943120227,-1.18047926,0.237809655,0.507439317
MALRD1,225.5007124,-1.16476277,38.55936101,-1.038712414,0.298938506,0.579539545
ADORA2B,14.72742534,0.033977994,2.184249752,0.562382145,0.573855681,0.81150881
BGLAP,53.83229898,0.349308539,0.993713022,5.046440657,4.50117E-07,4.73531E-06
NRG2,91.19388643,-1.132469303,12.52984222,-0.548698072,0.583212669,0.818364018
ACE2,235.3387962,-0.351219811,3.37860471,0.894615032,0.370992914,0.652806565
AC087521.2,18.05107944,0.096646739,1.664735774,0.995652192,0.319419167,0.600318858
HIST1H3D,16.7413253,0.644507593,2.607419511,-0.234132567,0.814882064,0.971681245
AL162586.1,33.06183503,-0.10192201,19.63407222,-0.250343161,0.802321981,0.964195105
DIRC3,224.8717101,-1.685796978,1.87725694,-2.439506849,0.014707324,0.064462314
PLIN4,16.34187145,-1.814369305,1.346089061,0,1,1
HOXC-AS3,107.7862805,0.465831431,1.911425488,-0.772096743,0.440057131,0.710023606
MVB12B,181.999871,-0.75476997,2.078627987,-0.748335067,0.454258078,0.719966184
MND1,24.92118133,0.012604773,1.18017596,1.274124932,0.202619144,0.46233523
AL021707.1,88.2220251,-0.276230772,1.590638121,0.554998387,0.578895764,0.814320127
LINC01170,15.89311359,-0.09554178,5.753055189,0.492626332,0.622276638,0.845507427
AC026471.2,20.0981077,0.38367758,1.617075359,0.880858353,0.378394492,0.659387945
AL110292.1,185.3680617,-2.49765727,4.352125831,-1.662003982,0.096511976,0.286213044
EMID1,72.74749549,-0.688085541,3.071750205,1.395163583,0.162966516,0.40602737
AQP3,1554.868928,6.644220574,1.448047667,8.889375557,6.14533E-19,1.5085E-17
STX11,144.087698,0.434826041,1.613172782,0.292488074,0.769913477,0.944011905
AL450992.3,16.86769166,0.204474928,1.413680203,1.66046954,0.096820031,0.286675245
SLC14A2-AS1,32.05788933,-0.023873179,2.204871453,0.235361881,0.813927869,0.971296655
LINC01702,58.68629823,0.127006628,9.606662557,-0.006484934,0.994825808,1
REG1A,108.6928596,0.421113919,231.7334611,0.733883188,0.463019935,0.727128977
GFOD2,179.1827688,-0.256233138,1.116457764,0.310524228,0.756162338,0.93567927
TMEM229B,32.75228662,0.433878398,1.583575187,1.314908551,0.188540638,0.443825735
PPP1R3D,46.21463897,0.431630965,1.816730828,0.345227177,0.729923589,0.917468777
HMGB2,683.1105648,4.239242759,0.824129536,15.31022053,6.5342E-53,4.88647E-51
PTER,541.6373827,0.012635234,1.076060735,0.533050171,0.593998851,0.825352404
ARHGEF38,362.8253402,-0.806044874,2.042509186,-1.486465357,0.137156074,0.363301659
PTGS2,53.81707287,0.401015813,1.655776598,2.066302434,0.038799932,0.142754745
OST4,4085.795095,8.422117592,3.486541791,8.514583426,1.6719E-17,3.77725E-16
CD109,246.4246922,-0.437004213,3.338741036,3.565805606,0.00036274,0.002406709
AC108488.3,17.73006334,0.35087023,1.539712773,1.291796431,0.196427652,0.453406546
CDC42EP3,348.022246,0.962392925,2.454497254,3.176583842,0.001490207,0.008798059
AC091132.2,13.2902627,-0.185498723,2.870259003,0.293595371,0.769067113,0.943557222
TMEM225B,15.67484808,0.192477505,1.625774497,1.352311074,0.176275823,0.425452306
WWOX,3265.650119,-1.708366248,0.933310493,-5.262381885,1.42201E-07,1.6158E-06
RAPGEFL1,31.89035782,-0.46235155,1.382377651,1.349853714,0.177062911,0.427031476
CAPN5,88.9878222,0.394029978,1.049897684,2.37724624,0.01744244,0.07438869
HFM1,73.69405777,-0.174940359,1.823440719,-0.684402469,0.493721057,0.751346704
AL359555.4,31.65572006,-0.049012413,4.264176879,0.429327911,0.667684607,0.876705241
COL24A1,71.35501993,-0.078493597,1.376973593,-0.418399857,0.675654791,0.882338723
CCL23,33.85628219,0.148267763,70.06567012,0.348154435,0.727724205,0.916256253
PREX1,263.7322164,-0.619778517,1.720947545,2.285473234,0.022285094,0.091638663
LINC00482,30.77892813,0.004511628,2.169732505,0.955842851,0.339151635,0.62103261
MELTF-AS1,16.47734659,0.253307246,1.500105077,0.214692586,0.830007003,0.98089888
AL354863.1,38.09991314,0.113557318,1.775245556,0.816143766,0.414417915,0.690174581
AL109920.1,141.8283785,0.04311049,1.776763428,1.26796532,0.204810336,0.464895366
AC078778.1,21.74324153,0.015675165,2.229579896,1.113425291,0.265525818,0.540863084
ERG,326.8659339,0.066773406,0.972358016,1.183514424,0.236605333,0.506345044
AC023157.3,57.93089656,0.176695519,16.74891566,0.162994981,0.870522386,0.9999916
TMEM106A,140.2375118,-0.534378277,2.194611196,-1.905889175,0.056664586,0.193490312
AL590399.1,18.91730752,0.166174435,1.687965899,0.518326515,0.604230476,0.83250996
SAMD9,132.5068626,0.09671939,42.73114901,0.071642428,0.942886475,1
CARD6,42.89463528,0.081429654,7.021401289,0.136105599,0.891737801,1
SNTG1,254.2362206,-0.908490249,8.492464237,-0.278262388,0.780810947,0.949991576
AC127526.5,98.98832015,2.941015534,2.266235965,3.310221168,0.000932223,0.005783378
AL358472.5,13.11674339,0.144603265,1.810445899,1.033354705,0.301437935,0.581943518
GRAP,26.56753343,0.190506669,2.220672778,1.128312701,0.259187882,0.532564648
AC092338.2,22.20472115,0.110925322,1.648405565,0.478124297,0.63256174,0.851214128
ADAM12,71.00892201,-0.135492968,2.232702885,0.126451601,0.899374458,1
AQP4,16.19885352,0.174760905,2.275903645,0.908916336,0.36339429,0.646359222
GSTP1,6435.809202,7.209844796,1.647900408,10.17758926,2.4967E-24,7.6951E-23
ASGR2,13.97010805,0.04612501,1.948261667,0.748996461,0.453859338,0.719966184
C7,235.7400551,-1.525461513,6.751607692,0.073048837,0.941767255,1
TACR1,66.32736536,0.252689796,1.041610512,-0.448051288,0.654116183,0.867250706
DGKG,159.8213398,-0.007412158,34.25689236,-0.011326515,0.990962942,1
TRIM59,52.38089936,0.205639645,1.334487109,1.881791217,0.059864369,0.201013424
NOTCH3,204.6196626,0.008164737,8.244545225,-0.011966716,0.99045217,1
GALNTL6,72.96239253,-0.22450542,1.922915745,-0.022495293,0.982052867,1
CLIC2,96.2861824,0.224032395,1.409964578,1.252020561,0.210562372,0.472241775
AC010976.2,15.27697786,0.14533449,1.896783036,0.561107385,0.574724334,0.811821918
GADD45B,2597.051775,4.510523959,1.931612262,7.109857994,1.16162E-12,1.97292E-11
ANO4,36.6162249,-0.266484055,3.419489855,0.056184561,0.95519478,1
ITGB4,96.52001196,0.379670654,1.828072202,0.969928028,0.332082368,0.61339668
AL354920.1,33.38370006,2.822630283,2.426898156,2.090062264,0.036612207,0.136002295
FCER1A,94.93148815,0.584633483,5.702957228,0.910275677,0.362677143,0.646359222
TMEM154,96.41579686,0.359669123,1.750853913,-1.695842917,0.089915632,0.272124034
HSPB6,31.48233625,0.367095821,1.963831907,0.536023489,0.591942317,0.82425917
TMEM250,84.85836055,0.093922058,65.02342205,0.112646566,0.910310766,1
AC130650.1,15.16873109,-0.003217042,1.486054953,1.094812349,0.273598855,0.550679774
CAPN8,55.70263374,0.086707214,1.600296704,1.534146743,0.124993556,0.342537872
MAN1C1,324.9760036,1.036889418,1.142861876,-0.039604303,0.968408596,1
FMN1,510.2797464,-1.300222509,2.273988879,-1.442290763,0.149220365,0.383585953
AL022162.1,116.4901339,5.993644121,3.255656509,4.947958557,7.49959E-07,7.67217E-06
CLEC4E,70.63056611,0.737600478,2.785426304,-0.333796477,0.738533142,0.923836777
RASL12,20.77722405,0.104272647,2.509788064,0.094400716,0.924790847,1
SLFN11,77.00508786,1.926858883,2.381570745,1.448464645,0.147487147,0.380735484
LINC01725,458.6067114,-1.866918223,2.372935699,-1.638819602,0.101250836,0.296030761
POLE2,49.38841752,-0.159093085,1.076274945,0.844760965,0.398244313,0.674903066
AC073050.1,21.04397058,-0.166968501,2.023476642,0.648821969,0.516453456,0.770019575
ATP6V1B2,777.3203823,0.747434134,2.547209659,4.752144981,2.0127E-06,1.98128E-05
MORN3,36.77825664,0.179501043,1.28174603,1.480162843,0.138829794,0.366427092
FAM245A,75.71298702,0.432202955,1.309114546,-0.781146804,0.434716157,0.706249034
ZNF256,19.4859203,0.012480706,1.159747666,1.879910147,0.060120325,0.201662299
GLI2,30.33621375,-0.332823524,3.295260546,1.472183815,0.140971247,0.370450683
PIK3R6,15.1808949,-0.303806405,1.739410286,0.207470437,0.835642478,0.983701386
NAT8L,89.04030818,0.374985443,1.612441456,1.830939728,0.06710954,0.21882882
CDC37L1-DT,120.4422295,3.592478722,1.276874073,0.739693532,0.459485974,0.724172715
SLC51A,70.55944172,-0.705066178,3.049317902,1.294821273,0.195381892,0.452401579
NAGS,55.7364759,0.352908092,1.736378528,1.655740112,0.09777446,0.288693584
PDE10A,1747.119361,-1.687298155,2.136884089,-4.227477672,2.36326E-05,0.000195862
PVALB,502.9460716,4.217767056,4.758247216,3.902805756,9.5084E-05,0.000702893
CERS6,470.2102093,-1.448395553,1.106690745,-8.397067969,4.57765E-17,1.01988E-15
KHDRBS2,97.14396334,-0.202464545,10.57775363,-0.280208633,0.779317444,0.949139408
SYCE3,15.13400389,0.518300939,2.123744708,1.499639117,0.133707909,0.35710969
PPFIA4,19.08420961,-0.230719181,1.308712581,0.38289689,0.701796217,0.898623322
RTTN,223.6225392,-0.006011167,1.227201615,-1.459070658,0.144545661,0.375959017
MDH1,3111.356632,4.088005243,2.283007639,6.370336971,1.88613E-10,2.76528E-09
MYOM3,121.0140513,-0.248529361,4.535738441,-0.055777361,0.95551917,1
CACTIN,41.11843097,0.158455183,1.682709751,0.615241904,0.538394978,0.787874294
UQCR10,4648.986396,7.996263878,3.771557161,8.031594475,9.62139E-16,1.97065E-14
FAM124A,76.13712097,0.056915621,1.687870113,-0.047372736,0.962216158,1
ANKEF1,51.78985103,0.043152312,26.37816226,-0.071810887,0.942752409,1
TIMP3,3982.944961,1.098563966,1.258674895,7.764142856,8.21992E-15,1.59552E-13
KIAA1211L,123.5476073,-0.329909374,0.834198776,0.087916365,0.92994315,1
CAMKMT,994.1811904,-0.597226488,0.819810407,-2.127253668,0.033399012,0.126452225
ZKSCAN7,23.3840742,-0.168804438,9.692678272,-0.061496093,0.950964126,1
ZNF341-AS1,17.90917483,-0.125700685,1.020325577,2.337076973,0.019435182,0.081731125
CRIP1,2190.642506,6.914135101,2.811155382,12.16185459,4.96192E-34,2.25791E-32
AC093525.4,84.99233908,-0.45904396,1.879345778,-0.112405605,0.910501811,1
PSTPIP1,56.00548635,0.43033606,2.025699005,1.97635935,0.048114092,0.169462083
AP1S1,567.2715377,4.590726321,2.947498952,5.640871127,1.69192E-08,2.12802E-07
AL133383.1,14.83244895,0.028426622,1.646733503,1.039827157,0.29842021,0.579259948
AC079140.6,41.05251973,0.308944201,1.504952326,-0.001034854,0.999174306,1
ASB15,55.59413393,-0.015566288,1.619143185,1.313817834,0.188907515,0.444052338
TMOD1,102.0559117,-0.943049856,6.136113793,1.812115896,0.069968291,0.226125327
ACSM1,28.44641223,-0.077817662,13.364386,-0.197006459,0.843822483,0.98843449
SSTR2,114.9628671,0.428066951,1.658154085,2.047906939,0.040569119,0.147662043
AC023194.3,77.08266602,-0.734625811,2.013868512,-1.075713998,0.282055185,0.560796862
HUNK,194.4914968,0.830120196,1.012207835,-2.614127429,0.008945567,0.042076002
KCNJ1,815.4678427,1.020756636,2.279753709,3.763458294,0.00016758,0.001185221
HDX,142.1323148,0.253621951,1.073416674,-0.592607871,0.55344361,0.798557888
ZBTB9,19.68608689,0.52365944,1.282248775,4.368128791,1.25316E-05,0.000109902
PPFIBP1,1241.713152,-0.053607753,0.566325201,-1.843175819,0.065303344,0.214279375
AC004918.1,53.3625546,-0.481259616,1.684500702,-0.293602316,0.769061806,0.943557222
GXYLT2,49.7969351,-0.153438137,1.693862524,0.375239315,0.707482493,0.903027734
AC067930.3,15.94959522,0.057277758,2.072934001,0.868112928,0.385332514,0.664159865
AC100849.1,34.90995763,-0.09107996,2.301393108,0.929526923,0.352616079,0.635829405
GNGT1,285.9427529,-1.805332207,2.093163333,-2.273396983,0.023002268,0.093964874
KRT1,45.30378974,0.147219031,1164.072917,0,1,1
LINC01376,179.1643391,-0.953339591,1.557788539,-5.831793053,5.48349E-09,7.27637E-08
C12orf56,45.95462472,-0.302840005,1.581024067,0.965426348,0.33433131,0.615866745
PIFO,74.00034527,3.621233216,2.558529084,-0.301096546,0.763340875,0.93997827
ZGPAT,878.843912,1.31219728,4.683210485,3.372218794,0.000745652,0.004701506
AC099482.1,20.24065806,0.035515974,1.886520652,0.334395201,0.73808136,0.923511139
LINC00882,348.5736429,1.62305481,1.643095249,-1.994665847,0.046079337,0.16397173
PEPD,3321.149782,0.573389334,127.5127889,5.092020102,3.54269E-07,3.77639E-06
PPM1N,39.68550501,0.37661378,2.033848101,-0.59001536,0.555180352,0.798956463
C11orf80,467.4229448,-1.912612885,1.2157256,-2.739283023,0.006157334,0.030399081
SLC38A4,63.35085257,-0.028935405,16.57882076,-0.064793796,0.948338181,1
GRIK1,55.86666823,-0.330863019,1.650594597,-0.141007635,0.887863911,1
LNP1,33.60823839,0.42051274,1.636344842,0.705895069,0.480253394,0.741162133
NUP62CL,75.00393867,0.186513728,1.005164676,0.921389774,0.356846966,0.640823283
LAT2,108.3220603,-0.004083628,1.495288105,2.671765011,0.007545347,0.036322335
DTX4,46.44428299,-0.066628648,1.949793543,0.2297103,0.818316891,0.973883919
CTBP1-AS,72.34421545,0.305618912,1.550147808,1.739346889,0.081973764,0.254522338
BEGAIN,14.7800242,-0.249655401,3.968599421,0.319142788,0.749618239,0.932366387
AC064807.2,117.5277963,0.123834428,1.054937485,3.583741981,0.000338707,0.002270676
AL158198.1,16.389185,-0.015617969,1.729861455,0.68094569,0.495905856,0.753149212
NALCN,34.09784646,-0.533418489,3.460911876,0.390257021,0.696346501,0.895090566
AL450992.2,21.6436162,0.122431607,1.476026618,0.583721864,0.559407455,0.801753635
CRB1,50.82123566,0.01326848,1.608027867,12.19542172,3.28797E-34,1.51766E-32
ZNF563,70.92927692,0.233365476,0.733635376,2.810519037,0.004946166,0.025139972
AC233723.1,23.67512806,-0.005889156,1.874347006,1.018977337,0.308213726,0.588338247
UCHL1,399.7381394,0.781478853,2.77158346,3.149595705,0.001634965,0.00954175
DBNDD1,41.23989361,0.076610546,18.01679318,-0.024308742,0.98060634,1
FIGNL1,28.46118077,0.366025275,1.007126389,2.505426669,0.012230376,0.055176885
AL138733.1,32.85394874,-0.062395928,1.998183045,0.727438619,0.466957304,0.731147618
SLC45A3,19.72822988,0.431022257,1.272182588,0.444716123,0.656524916,0.86867314
OVGP1,16.51431879,-0.181459582,2.220144593,1.270106535,0.204046684,0.463926081
AC090115.1,38.83077317,0.035701031,1.089057129,-0.739725604,0.459466509,0.724172715
AC013640.1,17.23741409,0.107028181,1.224538527,1.509148729,0.131260779,0.352623987
ETV2,41.08594036,5.085412941,2.951899227,3.891727214,9.95331E-05,0.000733534
AC008443.5,129.9425894,3.744882882,2.532707327,4.558155118,5.16049E-06,4.84273E-05
